ba7r,label,
تُطاعِنُنا أَو يَذعَرُ السَرحَ صائِحُ,1,
فَلَمّا اِلتَقَينا بِالجِفارِ تَصَعصَعوا,1,
وَرُدَّت عَلى أَعقابِهِنَّ المَسالِحُ,1,
وَسارَت رِجالٌ نَحوَ أُخرَى عَليهُمُ ال,1,
حَديدُ كَما تَمشي الجِمالُ الدَوالِحُ,1,
إِذا ما مَشَوا في السابِغاتِ حَسِبتَهُم,1,
سُيولاً وَقَد جاشَت بِهِنَّ الأَباطِحُ,1,
فَأَشرَعتُ راياتٍ وَتَحتَ ظِلالِها,1,
مِنَ القَومِ أَبناءُ الحُروبِ المَراجِحُ,1,
وَدُرنا كَما دارَت عَلى قَطبِها الرُحى,1,
وَدارَت عَلى هامِ الرِجالِ الصَفائِحُ,1,
بِهاجِرَةٍ حَتّى تَغيَّبَ نورُها,1,
وَأَقبَلَ لَيلٌ يَقبَضُ الطَرفَ سائِحُ,1,
تَداعى بَنو عَبسٍ بِكُلِّ مُهَنَّدٍ,1,
حُسامٍ يُزيلُ الهامَ وَالصَفُّ جانِحُ,1,
وَكُلَّ رُدَينِيٍّ كَأَنَّ سِنانَهُ,1,
شِهابٌ بَدا في ظُلمَةِ اللَيلُ واضِحُ,1,
فَخَلّوا لَنا عوذَ النِساءِ وَجَبِّبوا,1,
عَبابيدَ مِنهُم مُستَقيمٌ وَجامِحُ,1,
وَكُلَّ كَعابٍ خَذلَةِ الساقِ فَخمَةٍ,1,
لَها مَنصِبٌ في آلِ ضَبَّةَ طامِحُ,1,
تَرَكنا ضِراراً بَينَ عانٍ مُكَبَّلٍ,1,
وَبَينَ قَتيلٍ غابَ عَنهُ النَوائِحُ,1,
وَعَمرواً وَحَبّاناً تَرَكنا بِقَفرَةٍ,1,
تَعودُهُما فيها الضِباعُ الكَوالِحُ,1,
يُجَرِّرنَ هاماً فَلَقَتها رِماحُنا,1,
تَزَيَّلُ مِنهُنَّ اللِحى وَالمَسائِحُ,1,
سَلا القَلبُ عَمّا كانَ يَهوى وَيَطلُبُ,1,
وَأَصبَحَ لا يَشكو وَلا يَتَعَتَّبُ,1,
صَحا بَعدَ سُكرٍ وَاِنتَخى بَعدَ ذِلَّةٍ,1,
وَقَلبُ الَّذي يَهوى العُلا يَتَقَلَّبُ,1,
قُل لِمَسرى الريحِ مِن إِضَمِ,2,
وَلَيالينا بِذي سَلَمِ,2,
طالَ لَيلي في هَوى قَمَرٍ,2,
نامَ عَن لَيلي وَلَم أَنَمِ,2,
وَأَبي حَيّاهُ مِن رَشَإٍ,2,
مُستَطابِ اللَثمِ وَالشِيَمِ,2,
لَتَساوى مابِنَظرَتِهِ,2,
وَبِجِسمِيَ فيهِ مِن سَقَمِ,2,
لامَسَحتُ الجَفنَ مِن سَهَرٍ,2,
وَوَقَيتُ القَلبَ مِن أَلَمِ,2,
وَلَئِن راوَدتُ مِن سِنَةٍ,2,
لَبِما أَرتادُ مِن حُلُمِ,2,
وَخَيالٍ لَو سَرى لَخَبا,2,
مابِصَدرِ الصَبِّ مِن ضَرَمِ,2,
فَسَقى اللَهُ مَضاجِعَنا,2,
بَينَ طَلَحِ الجِزعِ وَالسَلَمِ,2,
وَبَكى باكي الغَمامِ بِها,2,
بَينَ مُنهَلٍّ وَمُنسَجِمِ,2,
فَلَكَم شَكوى هُناكَ لَنا,2,
وَلَكَم نَجوى بِها وَكَمِ,2,
وَاِلتِثامٍ بَينَ مُعتَنِقٍ,2,
وَاِعتِناقٍ بَينَ مُلتَثِمِ,2,
بِكَلامٍ رَقَّ جانِبُهُ,2,
بَينَ مَنثورٍ وَمُنتَظِمِ,2,
فَتَعاقَدنا يَداً بِيَدٍ,2,
وَتَعاهَدنا فَماً لِفَمِ,2,
وَاِنتَصَفنا مِن مَظالِمِنا,2,
وَأَخَذنا أَخذَ مُحتَكِمِ,2,
وَاِنثَنى يَمشي بِهِ غُصُنٌ,2,
مِن جَناهُ نَورُ مُبتَسِمِ,2,
وَقَبِلتُ الكَأسَ مِن يَدِهِ,2,
فَاِجتَنَينا الوَردَ مِن عَنَمِ,2,
وَسَواءٌ دُرَّ مَنطِقِهِ,2,
وَحُلاهُ حُسنَ مُنتَظَمِ,2,
صَمَّ سَمعي فيهِ عَن عَذَلٍ,2,
وَاِبنُ سِتّينَ أَخو صَمَمِ,2,
فَأَراني لا أَرى صَدَداً,2,
عَن وُلوعٍ وَالغَرامُ عَمي,2,
أَينَ ما عانَيتُ مِن شَغَفٍ,2,
أَينَ ماقَضَّيتُ مِن لَمَمِ,2,
أَينَ ما أَحرَزتُ مِن أَمَلٍ,2,
آلَ يَطويني عَلى أَلَمِ,2,
هَلَ لَدَيَّ اليَومَ مِنهُ سِوى,2,
طولِ قَرعِ السِنِّ مِن نَدَمِ,2,
كُلُّ رَيّانٍ إِلى ظَمَإٍ,2,
كُلُّ وِجدانٍ إِلى عَدَمِ,2,
أَيُّ شَملٍ غَيرُ مُنصَدِعٍ,2,
أَيُّ حَبلٍ غَيرُ مُنصَرِمِ,2,
آهِ تَحتَ اللَيلِ مِن أَرَقٍ,2,
وَوَراءَ البُرءِ مِن سَقَمِ,2,
مالَ بي عَن عَيشَةٍ كَرُمَت,2,
عُمُرٌ أَدنى إِلى الهَرَمِ,2,
عاثَ في خَطِّ العِذارِ بِهِ,2,
شَرَرٌ قَد طارَ في فَحَمِ,2,
وَبَياضُ العَيشِ مُقتَرِنٌ,2,
بِسَوادِ العُذرِ وَاللَمَمِ,2,
وَكَفاني مَسُّ فاقَتِهِ,2,
أَن يُذيعَ الدَهرُ مُهتَضَمي,2,
لا لَعَمرِ المَجدِ وَالكَرَمِ,2,
وَمَضاءِ السَيفِ وَالقَلَمِ,2,
قَسَماً بَرّاً وَيَشفَعُهُ,2,
قَسَمٌ أَرعاهُ مِن قَسَمِ,2,
لا يَنالُ الدَهرُ مِن جِهَتي,2,
وَبِإِبراهيمَ مُعتَصَمي,2,
الإِمامُ المُستَقِلُّ بِهِ,2,
رُكنُ بَيتِ الفَضلِ وَالكَرَمِ,2,
وَالشِهابُ المُستَضاءُ بِهِ,2,
في دَياجي الظُلمِ وَالظُلَمِ,2,
مِلءُ نَفسِ الدَهرِ مِن شَرَفٍ,2,
قَد رَسا طَوداً عَلى القِدَمِ,2,
وَسَماحٌ باسِطٌ يَدَهُ,2,
بِاليَدِ الطولى مِنَ النِعَمِ,2,
مِن قُرَيشٍ في الصَميمِ وَمِن,2,
فِتيَةِ الهَيجاءِ في القِمَمِ,2,
حَمَلَت زَهوَ الكَلامِ بِهِ,2,
دَولَةٌ قامَت عَلى قَدَمِ,2,
نَهَضَت في كُلِّ مُعضِلَةٍ,2,
بِوُجودِ السَعدِ في الخَدَمِ,2,
وَاِهتَدَت في كُلِّ مَجهَلَةٍ,2,
بِأَبي إِسحاقَ مِن عَلَمِ,2,
يالَهُ مِن فارِسٍ نَجِدٍ,2,
لَو نَضا عَن صارِمٍ خَذِمِ,2,
وَاِرتَدى مِنهُ عَلى غَضَبٍ,2,
بِحُسامٍ غَيرِ مُنثَلِمِ,2,
نُضِيَت يَوماً بِهِ ظُبَتا,2,
مَشرَفِيٍّ لَيسَ بِالقَصِمِ,2,
كَم مَضى يَفري وَكَم سَفَكَت,2,
شَفرَتاهُ مِن عَبيطِ دَمِ,2,
وَالحُسامُ المَشرَفِيُّ هُنا,2,
رَمزَةٌ تومي إِلى الحَشَمِ,2,
وَرِجالٌ قادَةٌ نُجُبٌ,2,
نَزَلوا عَن رُتبَةِ البُهُمِ,2,
وَأَحَلّوا مِن مَراكِزِهِم,2,
وَاِستَطارَت خَيلُهُم بِهِمِ,2,
فَتَفرّى الجَيشُ عَن مِلكٍ,2,
سافِرٍ عَن وَجهِ مُلتَثِمِ,2,
مُقدِمٍ في الرَوعِ مُجتَرِئٍ,2,
ضارِبٍ بِالسَيفِ مُقتَحِمِ,2,
وَبِهِم ماجَرَّ ذَلِكَ مِن,2,
كَلَمِ عارٍ أَو جَنى كَلِمِ,2,
لا تُقَدِّم غَيرَ مُضطَهَدٍ,2,
وَقَريعٍ غَيرِ مُهتَضِمِ,2,
صابِرٍ في اللَهِ مُحتَسِبٍ,2,
واثِقٍ بِاللَهِ مُعتَصِمِ,2,
في ضَمانِ المَشرَفِيِّ بِهِ,2,
وَقعَةٌ لِلعُربِ في العَجَمِ,2,
فَتكَةٌ في الرومِ قاصِمَةٌ,2,
ظَهرَ عِزِّ الرومِ وَالصَنَمِ,2,
يَجمَعُ الضَربُ التَوأَمُ بِها,2,
بَينَ فَلِّ الرومِ وَالرِمَمَِ,2,
حَقُّ حِمصٍ أَن تُسَرَّ بِهِ,2,
أَرضُها مِن عالَمٍ عَلَمِ,2,
وَغَمامٌ دونَ رَيِّقِهِ,2,
بَرقُ بِشرٍ غَيرُ مُتَّهَمِ,2,
مَا اِبتَدى إِلّا رَأَيتَ بِهِ,2,
شَيخَ رَأيٍ في فَتى كَرَمِ,2,
ظَلَّ يَندى وَجهُهُ خَفَراً,2,
وَهوَ ذاكي شُعلَةِ الفَهَمِ,2,
سَخِرَت بِالنَجمِ هِمَّتُهُ,2,
وَاِزدَرَت يُمناهُ بِالدِيَمِ,2,
أَعصَمَت نَفسُ اِمرِئٍ عَلِقَت,2,
مِنهُ بِالوُثقى مِنَ العِصَمِ,2,
وَاِستَجارَت مِن مُخَيَّمِهِ,2,
بِفَناءِ البَيتِ وَالحَرَمِ,2,
طالَما اِحلَولى مَعاشي وَطابا,2,
طالَما سَحَّبتُ خَلفي الثِيابا,2,
طالَما طاوَعتُ جَهلي وَلَهوي,2,
طالَما نازَعتُ صَحبي الشَرابا,2,
طالَما كُنتُ أُحِبُّ التَصابي,2,
فَرَماني سَهمُهُ وَأَصابا,2,
أَيُّها الباني قُصوراً طِوالاً,2,
أَينَ تَبغي هَل تُريدُ السَحابا,2,
إِنَّما أَنتَ بِوادي المَنايا,2,
إِن رَماكَ المَوتُ فيهِ أَصابا,2,
أَيُّها الباني لِهَدمِ اللَيالي,2,
إِبنِ ما شِئتَ سَتَلقى خَرابا,2,
أَأَمِنتَ المَوتَ وَالمَوتُ يَأبى,2,
بِكَ وَالأَيّامُ إِلّا انقِلابا,2,
هَل تَرى الدُنيا بِعَينَي بَصيرٍ,2,
إِنَّما الدُنيا تُحاكي السَرابا,2,
إِنَّما الدُنيا كَفَيءٍ تَوَلّى,2,
أَو كَما عايَنتَ فيهِ الضَبابا,2,
نارُ هَذا المَوتِ في الناسِ طُرّاً,2,
كُلَّ يَومٍ قَد تَزيدُ التِهابا,2,
إِنَّما الدُنيا بَلاءٌ وَكَدٌّ,2,
وَاكتِئابٌ قَد يَسوقُ اِكتِئابا,2,
ما استَطابَ العَيشَ فيها حَليمٌ,2,
لا وَلا دامَ لَهُ ما اِستَطابا,2,
أَيُّها المَرءُ الَّذي قَد أَبى أَن,2,
يَهجُرَ اللَهوَ بِها وَالشَبابا,2,
وَبَنى فيها قُصوراً وَدوراً,2,
وَبَنى بَعدَ القِبابِ القِبابا,2,
وَرَأى كُلَّ قَبيحٍ جَميلاً,2,
وَأَبى لِلغَيِّ إِلّا ارتِكابا,2,
أَنتَ في دارٍ تَرى المَوتَ فيها,2,
مُستَشيطاً قَد أَذَلَّ الرِقابا,2,
أَبَتِ الدُنيا عَلى كُلِّ حَيٍّ,2,
آخِرَ الأَيّامِ إِلّا ذَهابا,2,
إِنَّما تَنفي الحَياةَ المَنايا,2,
مِثلَما يَنفي المَشيبُ الشَبابا,2,
ما أَرى الدُنيا عَلى كُلِّ حَيٍّ,2,
نالَها إِلّا أَذىً وَعَذابا,2,
بَينَما الإِنسانُ حَيٌّ قَويٌّ,2,
إِذ دَعاهُ يَومُهُ فَأَجابا,2,
غَيرَ أَنَّ المَوتَ شَيءٌ جَليلٌ,2,
يَترُكُ الدورَ يَباباً خَرابا,2,
أَيُّ عَيشٍ دامَ فيها لِحَيٍّ,2,
أَيُّ حَيٍّ ماتَ فيها فَآبا,2,
أَيُّ مُلكٍ كانَ فيها لِقَومٍ,2,
قَبلَنا لَم يُسلَبوهُ استِلابا,2,
إِنَّما داعي المَنايا يُنادي,2,
إِحمِلوا الزادَ وَشُدّوا الرِكابا,2,
جَعَلَ الرَحمَنُ بَينَ المَنايا,2,
أَنفُسَ الخَلقِ جَميعاً نِهابا,2,
لَيتَ شِعري عَن لِساني أَيَقوى,2,
يَومَ عَرضي أَن يَرُدَّ الجَوابا,2,
لَيتَ شِعري بِيَمينِيَ أُعطى,2,
أَم شِمالي عِندَ ذاكَ الكِتابا,2,
سامِحِ الناسَ فَإِنّي أَراهُم,2,
أَصبَحوا إِلّا قَليلاً ذِئابا,2,
أَفشِ مَعروفَكَ فيهِم وَأَكثِر,2,
ثُمَّ لا تَبغِ عَلَيهِ ثَوابا,2,
وَسَلِ اللَهَ إِذا خِفتَ فَقراً,2,
فَهوَ يُعطيكَ العَطايا الرِغابا,2,
اِفتَرى في عَذلِهِ كَذِبا,2,
صَبَّهُ في سَمعِهِ فَنَبا,2,
فَأَبى مِن أَن يُقابِلَهُ,2,
بِقَبولٍ لَو يَكونُ أَبى,2,
رُدَّ أَنباءً أَتاكَ بِها,2,
كَم عَذولٍ رُدَّ مِنهُ نَبا,2,
تَتَّقي الأَقوالَ تَكرَهُها,2,
فَهيَ سَيفٌ أَو أَحَدُّ شَبا,2,
وَلذا قالوا لِمُمتَعِضٍ,2,
إِنَّهُ في بارِدٍ ضَرَبا,2,
قالَ جِدّاً ما أَتَيتُ بِهِ,2,
قُلتُ بَل لَهواً وَبَل لَعِبا,2,
إِن رَضوا عَنّي فَأَهونُ ما,2,
كانَ مَن يَلحى إِذا غَضِبا,2,
قَلَبَ الدُنيا عَلَيَّ وَما,2,
رَدَّني عَنهُم وَلا قَلَبا,2,
مَرَّ مَكدودُ النَسيمِ وَلَم,2,
يَلتَفِت ثَهلانُ وَالهِضَبا,2,
قالَ مَحجوبٌ فَقُلتُ لَهُ,2,
رُبَّ بَختٍ يَخرِقُ الحُجُبا,2,
وَلَجاجي فَهوَ يغلِبُهُ,2,
وَهوَ كَالدُنيا لِمَن غَلَبا,2,
لا عَلا كَعبُ العَذولِ عَلى,2,
حُبِّهِ إِلّا إِذا صُلِبا,2,
بِأَبي بَدرٌ يُضيءُ بِهِ,2,
خاطِري إِن لاحَ أَو غَرَبا,2,
وَنُجومُ الأَفقِ إِن كَثُرَت,2,
لَم تُكاثِر عِدَّةَ الرُقَبا,2,
رُبَّما حاشاهُ يَكسِفُني,2,
فيهِ واشٍ يُشبِهُ الذَنَبا,2,
مُقبِلٌ نَحوي فَواطَرَبا,2,
مُعرِضٌ عَنّي فَواحَرَبا,2,
يا لَهُ بَرداً عَلى كَبِدي,2,
وَمَعَ الأَخرى فَيا لَهَبا,2,
أَنا بِالأَعطافِ مُمتَحَنٌ,2,
وَأُسَمّيها لَهُم قُضبا,2,
غُصنُ بانٍ لَو أَقولُ لَهُ,2,
غُصنَ بانٍ لا تَتِه لَنَبا,2,
شَرُفَت آياتُ خالِقِهِ,2,
وَإِلى تَمييزِها نَدَبا,2,
آيَةٌ في الحُسنِ تَشهَدُ لي,2,
كانَ مِن آياتِهِ عَجَبا,2,
أزمَعوا البَيْنَ وَشَدُّوا الرِّكابا,2,
فاطلب الصبرَ وخَلِّ العِتابا,2,
ودنا التَّوديع مَمَّنْ وَدِدْنا,2,
أَنَّهم داموا لدينا غِضابا,2,
فاقْرِ ضَيْفَ البَيْنِ دمعاً مُذالاً,2,
يا أخا الوَجْدِ وقلْباً مُذابا,2,
فمَنِ اللائِمُ صَبَّاً مَشُوقاً,2,
أنْ بَكى أَحْبَابَهُ والشَّبابا,2,
إنما أَغْرَى بِنا الوَجْدَ أَنَّا,2,
ما حَسبْنَا لِفِرَاقٍ حسابَا,2,
وَعُرَيْبٌ جَعَلُوا بالمصَلَّى,2,
كلَّ قلبٍ يومَ ساروا نِهايا,2,
عَجَبَاً كيف رضُوا أنْ يَحلُّوا,2,
مِنْ قلوبٍ أحرقوها قِبابا,2,
أضْحَتِ الأرض التي جاوَرُوها,2,
يَحْسُدُ العَنْبَرُ منها الترابا,2,
لا تكَذِّبْ خَبَراً أنَّ سَلْمَى,2,
سَحَبَتْ بالتُّرْبِ ذَيْلا فَطابا,2,
وَكَسَتْهُ حُلَلَ الرَّوْضِ حتى,2,
تَوَّجَتْ منها الرُّبَا والهِضابا,2,
ابْتَسَمَتْ عَنْ مِثْلِ كَأْسِ الحُمَيَّا,2,
نَظَمَ الماءُ عليها حُبابا,2,
سُمْتُها لَثْمَ الثنايا فقالتْ,2,
إنَّ مِنْ دُونِكَ سُبْلاً صِعابا,2,
حَرَسَتْ عَقْرَبُ صُدْغَيَّ خَدِّي,2,
وَحَمَتْ حَيَّةُ شَعْرِي الرُّضابا,2,
وَيْحَ مَنْ يَطْلُبُ مِنْ وَجْنَتَيَّ ال,2,
وردَ أوْ مِنْ شَفَتَيَّ الشَّرابا,2,
حَقُّ مَنْ كانَ لهُ حُبُّ سَلْمَى,2,
شُغلا أنْ يَسْتَلِذَّ العذابا,2,
وَلِمَنْ يمدَحُ خَيْرَ البرايا,2,
أنْ يَرَى الفقرَ عَطاءً حِسابا,2,
وَكَفَاني باتِّباعي طَريقَاً,2,
